"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","diffexpressed"
"ENSG00000172061",17.120829343704,7.50237881689766,1.0663718433273,7.0354247102856,1.98654963284904e-12,1.10594576709495e-11,"LRRC15","UP"
"ENSG00000185112",238.904130504757,-1.79105798468577,0.161693526022413,-11.0768688688099,1.62454832889939e-28,1.96740560629577e-27,"FAM43A","DOWN"
"ENSG00000134107",51.4792405008864,2.71075088284866,0.273037773684851,9.92811670804746,3.14132367437428e-23,3.08878649023689e-22,"BHLHE40","UP"
"ENSG00000134108",448.583173155923,0.366152215952175,0.0966375664516578,3.78892214897961,0.000151302315059539,0.00038974797379876,"ARL8B","NO"
"ENSG00000134109",278.724519490054,0.628659295150091,0.10283633835267,6.11320186249874,9.76517186064397e-10,4.43399345494927e-09,"EDEM1","UP"
"ENSG00000244586",7.80149472350978,3.48401584189404,0.76424600831912,4.55876223620293,5.14559854675162e-06,1.5948351862068e-05,NA,"UP"
"ENSG00000180376",130.448136093222,-0.395872550886156,0.140269692296896,-2.82222441928688,0.00476917907787184,0.0096341840104768,"CCDC66","NO"
"ENSG00000177383",821.365824818371,-0.24393280468249,0.083529453620863,-2.9203208462214,0.0034967118107715,0.00723926287033246,"MAGEF1","NO"
"ENSG00000187068",68.3324892713393,-1.77698201662326,0.256902050847766,-6.91696314124114,4.6142807929039e-12,2.50453624476623e-11,"C3orf70","DOWN"
"ENSG00000163347",75.8459032747929,4.56773269701132,0.35934016668092,12.7114448106418,5.10818343080321e-37,8.09637543589341e-36,"CLDN1","UP"
"ENSG00000114126",313.497827985919,1.53016336286867,0.115282351751508,13.2731796291504,3.31222603005753e-40,5.81985858083842e-39,"TFDP2","UP"
"ENSG00000114405",355.824344614442,-0.36135334500982,0.114604367467691,-3.15305038537639,0.00161573916069826,0.00354095499541134,"CEP15","NO"
"ENSG00000172340",55.3555545020708,6.15612184093453,0.622490230399379,9.88950756220683,4.62296317817752e-23,4.51170404137933e-22,"SUCLG2","UP"
"ENSG00000163636",429.152348461157,0.398664895352251,0.0938225003512552,4.24913953326461,2.14593224785617e-05,6.18516281990232e-05,"PSMD6","NO"
"ENSG00000114805",240.855246454351,-2.17771211484937,0.159624023674692,-13.6427591832133,2.22962220332182e-42,4.17679281771125e-41,"PLCH1","DOWN"
"ENSG00000018408",290.685463233646,6.0014401815602,0.263587390456248,22.7683128968051,9.45145466765648e-115,7.23376875036717e-113,"WWTR1","UP"
"ENSG00000144749",395.735366463053,1.91096361504153,0.12694651815357,15.0532967964493,3.28449784151465e-51,7.67632776137214e-50,"LRIG1","UP"
"ENSG00000174963",15.2300399541571,4.26472776841208,0.675854114502837,6.31013065822533,2.78799994857061e-10,1.32136421551362e-09,"ZIC4","UP"
"ENSG00000169251",340.285558162277,0.699934253520197,0.135136678140379,5.17945433580298,2.22535876956262e-07,8.05519191598603e-07,"NMD3","UP"
"ENSG00000163947",168.387228112577,0.511576270523344,0.138731745049902,3.68752134083896,0.000226449107319442,0.000568246460266524,"ARHGEF3","NO"
"ENSG00000114529",9.90606041832243,3.60241419837092,0.71491101088145,5.03896868776621,4.68047042932778e-07,1.63802004252746e-06,"C3orf52","UP"
"ENSG00000164061",2092.14997935684,-0.872678758654342,0.10256123193633,-8.50885604802509,1.75657756485233e-17,1.31248941971882e-16,"BSN","DOWN"
"ENSG00000164062",705.40899114355,0.225699473375909,0.0980618719848267,2.30160274128595,0.0213575854124759,0.0378993977799873,"APEH","NO"
"ENSG00000164068",379.867568536927,0.274502024299483,0.0880585201392619,3.11726819693729,0.00182535430974816,0.0039630200711642,"RNF123","NO"
"ENSG00000173540",169.258852297581,0.342580900016939,0.151933350681937,2.25481040521584,0.0241452318837305,0.0422678379287518,"GMPPB","NO"
"ENSG00000114648",538.946570151419,-0.590831302649981,0.0973947360998719,-6.06635765247233,1.30843586364438e-09,5.87672052846462e-09,"KLHL18","NO"
"ENSG00000163428",210.587789566673,0.826324725549789,0.138818797208977,5.95254203438924,2.64009296779613e-09,1.15493871307477e-08,"LRRC58","UP"
"ENSG00000206557",195.687294794806,-1.39507219039146,0.13070921986126,-10.6730970613415,1.36015772019473e-26,1.51048626299534e-25,"TRIM71","DOWN"
"ENSG00000157150",25.8780292764624,3.67201461793507,0.47496783445937,7.73108061541625,1.06637463815957e-14,6.801340644508e-14,"TIMP4","UP"
"ENSG00000114209",137.477286777971,0.764713172908352,0.15989778715371,4.78251254454968,1.73117579901471e-06,5.65770494346201e-06,"PDCD10","UP"
"ENSG00000163536",249.511666807455,-1.73096103264355,0.13349946478994,-12.9660522262557,1.90596838102568e-38,3.21591944011989e-37,"SERPINI1","DOWN"
"ENSG00000114698",23.3148817375934,6.49669250342393,1.03421145371496,6.28178355604879,3.34710632310216e-10,1.57623845720146e-09,"PLSCR4","UP"
"ENSG00000188313",28.5183299912808,3.79789354509258,0.440777772839558,8.61634542192536,6.91250111213255e-18,5.33138022679274e-17,"PLSCR1","UP"
"ENSG00000213186",26.6766342697969,3.39802030220373,0.419070727748669,8.10846493731158,5.12632523399243e-16,3.52351909590475e-15,"TRIM59","UP"
"ENSG00000083937",219.169407233518,0.542695870004902,0.124440484271518,4.36108773749857,1.2941745478895e-05,3.82556015017233e-05,"CHMP2B","NO"
"ENSG00000114251",129.294876620654,2.62982162801187,0.169572821589003,15.5085089896412,3.03853010237804e-54,7.5479042353078e-53,"WNT5A","UP"
"ENSG00000287707",9.6343500307348,-1.68014016164169,0.530703887897837,-3.16587121360062,0.00154619233860457,0.00339730428361959,NA,"DOWN"
"ENSG00000114767",129.790511843154,-0.47854731052272,0.144977168768961,-3.30084602000569,0.00096393769442744,0.00219577227054788,"RRP9","NO"
"ENSG00000164086",401.719254910869,-0.853968843605441,0.103908595790308,-8.21846197718608,2.06129570949121e-16,1.45144945710589e-15,"DUSP7","DOWN"
"ENSG00000164087",24.1281845780199,0.735941127212881,0.307542717566072,2.39297204966257,0.0167125141772776,0.0303638075690894,"POC1A","UP"
"ENSG00000023330",397.210892465683,-0.45273242122551,0.102089383695647,-4.43466700293944,9.22147128922193e-06,2.77755750177574e-05,"ALAS1","NO"
"ENSG00000164088",59.885816097866,1.524844562757,0.221702189033129,6.87789583588251,6.07430574150018e-12,3.2547628146903e-11,"PPM1M","UP"
"ENSG00000168237",158.281100217394,-1.01757478017081,0.153441859048407,-6.63166352702873,3.31924535691593e-11,1.68854185207661e-10,"GLYCTK","DOWN"
"ENSG00000073849",647.900566834138,0.807577329949773,0.0960775611765937,8.40547282903465,4.26141209078631e-17,3.12093331183406e-16,"ST6GAL1","UP"
"ENSG00000163884",42.3581812395414,-0.7728423566437,0.260721095928186,-2.96424941714948,0.00303422248361994,0.00634516605774603,"KLF15","DOWN"
"ENSG00000174007",180.050700531273,-0.442398800378154,0.133894270151958,-3.30409060728342,0.000952850309763438,0.00217284654585835,"CEP19","NO"
"ENSG00000175161",504.731995296072,-1.63765408275044,0.118193848323469,-13.8556625914114,1.17566974374499e-43,2.26997779726944e-42,"CADM2","DOWN"
"ENSG00000184432",886.599677257696,1.17041245736114,0.104325097247499,11.2188963944551,3.29354832663387e-29,4.08472113998803e-28,"COPB2","UP"
"ENSG00000172053",841.990826179327,0.473554420019269,0.078304533720912,6.04759900246748,1.47020324911023e-09,6.56337977026587e-09,"QARS1","NO"
"ENSG00000172037",1685.52525419041,7.20129980827133,0.18720101401925,38.4682735080208,0,0,"LAMB2","UP"
"ENSG00000270441",32.3024015274696,-0.849921701423533,0.291221616248744,-2.91847051867736,0.0035175313534698,0.00727881807658084,NA,"DOWN"
"ENSG00000185909",428.979240682467,1.30828781762532,0.115799645037748,11.2978568906566,1.34459320663732e-29,1.69104242590487e-28,"KLHDC8B","UP"
"ENSG00000082701",2158.44836222116,-0.373214502403959,0.0705722787610513,-5.28840089842664,1.23390309835419e-07,4.58457195367069e-07,"GSK3B","NO"
"ENSG00000154917",3608.32935263862,-0.392086970228148,0.0687571781335323,-5.70248781104253,1.18071356851097e-08,4.87284533460526e-08,"RAB6B","NO"
"ENSG00000145014",241.606612282124,-0.743906110806168,0.111740440146684,-6.65744747228151,2.78623931953792e-11,1.42421757756525e-10,"TMEM44","DOWN"
"ENSG00000090097",3193.08834813934,-0.714021291645339,0.0750379681322577,-9.51546676193104,1.80898945607495e-21,1.65785004574808e-20,"PCBP4","DOWN"
"ENSG00000114346",63.9276867459118,1.58839354034576,0.235928876040416,6.732510097974,1.66760809881592e-11,8.67288925833527e-11,"ECT2","UP"
"ENSG00000121577",10.6814971463944,-1.39320054342057,0.491221137059265,-2.8361982787652,0.00456540928507,0.00925225061577103,"POPDC2","DOWN"
"ENSG00000114019",985.766507929491,-0.472881944007558,0.0809858175951132,-5.83907106268558,5.24926778339129e-09,2.23983698914117e-08,"AMOTL2","NO"
"ENSG00000221955",14.5232308555702,2.61473677448229,0.47439352348479,5.51174635622132,3.55290684297236e-08,1.39933797331811e-07,"SLC12A8","UP"
"ENSG00000198836",1059.62325994212,-0.36498335426721,0.0733594516011479,-4.97527375547474,6.5155493753679e-07,2.24327658433386e-06,"OPA1","NO"
"ENSG00000091513",21.8633386955431,1.22280743588603,0.331709335286027,3.68638234082746,0.000227464533455975,0.000570541760842999,"TF","UP"
"ENSG00000163686",199.648831336429,-0.346123824992901,0.115676549330026,-2.99216934631589,0.00277002557463388,0.00582918765952768,"ABHD6","NO"
"ENSG00000163684",109.009631790197,-0.475788264358425,0.154103249348527,-3.08746419280467,0.0020187209064404,0.00435059448520153,"RPP14","NO"
"ENSG00000168291",337.438733352466,0.479130305721588,0.125038734372227,3.83185504977415,0.000127180666787268,0.000330416928040133,"PDHB","NO"
"ENSG00000058056",131.14926575261,-0.398292878319856,0.158868064578034,-2.50706697647355,0.0121737641832583,0.0227526594695568,"USP13","NO"
"ENSG00000067560",990.435639991569,0.920887581557225,0.0809038694755011,11.3824911901906,5.11183001500062e-30,6.50113052282003e-29,"RHOA","UP"
"ENSG00000249505",27.7364431199536,6.15659005521964,0.877862408563269,7.01316059916003,2.32993739916439e-12,1.28993047732819e-11,"JMJD4P1","UP"
"ENSG00000273437",8.46652122866389,-1.17166603243763,0.526960206635509,-2.22344309434366,0.0261859365514058,0.0454808658230005,NA,"DOWN"
"ENSG00000184500",334.938875160169,2.8701204925959,0.126609163333254,22.6691371859185,9.03474682563939e-114,6.70346652028117e-112,"PROS1","UP"
"ENSG00000169379",67.3864110566786,1.19587541280248,0.220533289216036,5.42265259387208,5.87210487787108e-08,2.26037458042382e-07,"ARL13B","UP"
"ENSG00000093183",434.645553178389,0.212486899369629,0.089049296674594,2.3861715623213,0.0170248067781865,0.0308553058099378,"SEC22C","NO"
"ENSG00000008324",92.8624794100975,-0.492199207003596,0.166896581676721,-2.94912695070644,0.00318673042497543,0.00664038958189324,"SS18L2","NO"
"ENSG00000181061",365.871403652318,1.01941175975567,0.108171952926328,9.42399330120216,4.34251063031415e-21,3.89770724351124e-20,"HIGD1A","UP"
"ENSG00000041880",99.0785100538105,-0.360728029582574,0.158310263172443,-2.27861430051217,0.0226900031005808,0.0400006062131115,"PARP3","NO"
"ENSG00000196345",128.727071751898,-0.709199374997102,0.15241885289631,-4.65296360339077,3.27198019143117e-06,1.03373401696926e-05,"ZKSCAN7","DOWN"
"ENSG00000186448",539.21967871531,-0.513731908501636,0.0910981318954309,-5.63932429581909,1.70718750748526e-08,6.93943132528277e-08,"ZNF197","NO"
"ENSG00000131375",423.345529321099,0.361548056129129,0.0939192633437758,3.8495623076359,0.00011832908130279,0.000308694828867757,"CAPN7","NO"
"ENSG00000131370",222.582576495239,-1.57195185586242,0.137254773817901,-11.452802785191,2.2766324831128e-30,2.92825605757529e-29,"SH3BP5","DOWN"
"ENSG00000206562",221.601584097731,-0.327248491830593,0.112408692468415,-2.91123830946209,0.0035999932797984,0.00743119775914004,"METTL6","NO"
"ENSG00000206561",31.5884408860881,0.984085540475394,0.27180529031616,3.62055329876295,0.000293973682715831,0.000724634679098316,"COLQ","UP"
"ENSG00000090520",325.827843726609,0.318480350954101,0.110237705643485,2.88903283223333,0.00386428724523727,0.00793355541128885,"DNAJB11","NO"
"ENSG00000164050",1529.55344630567,0.584039954918479,0.0963713951426144,6.06030403580017,1.35864487503645e-09,6.0893524325361e-09,"PLXNB1","NO"
"ENSG00000164051",83.747066618599,-0.361265842237205,0.165459867093802,-2.18340464417511,0.0290060242493828,0.0498827285446623,"CCDC51","NO"
"ENSG00000232112",162.687451337151,0.308545338445814,0.133700233210615,2.30773971769945,0.0210136175829149,0.0373241037373309,"TMA7","NO"
"ENSG00000114268",253.387411030497,-0.57185953870633,0.111386907197047,-5.13399243319226,2.8365950512116e-07,1.01616248187089e-06,"PFKFB4","NO"
"ENSG00000008300",1570.16093306862,-0.803317955890715,0.0913942340560811,-8.78959120547785,1.50105146613342e-18,1.20303610665439e-17,"CELSR3","DOWN"
"ENSG00000068745",1298.12224048199,-0.377789120439397,0.0731072629146179,-5.16760039123085,2.371186083682e-07,8.55752394813954e-07,"IP6K2","NO"
"ENSG00000114270",391.895792860606,-1.0036696887295,0.139829611252224,-7.17780504244613,7.08394760879323e-13,4.0540031600204e-12,"COL7A1","DOWN"
"ENSG00000075975",171.854011182651,0.446228409333003,0.121287074256525,3.67910935331178,0.000234049901809372,0.000585762539643989,"MKRN2","NO"
"ENSG00000172667",512.696195388638,1.60283116534782,0.0988368276046475,16.2169426537973,3.82780344711876e-59,1.04061133391992e-57,"ZMAT3","UP"
"ENSG00000241553",514.163211354097,0.479807804823888,0.0965126221093342,4.97145134322782,6.64535432357064e-07,2.28657787184667e-06,"ARPC4","NO"
"ENSG00000197763",45.3620440442897,1.38825228466237,0.241968036007494,5.73733749121877,9.61764880262722e-09,4.00523212758429e-08,"TXNRD3","UP"
"ENSG00000114779",64.188458643991,1.10799027120095,0.19835429286454,5.58591525900383,2.32472580202962e-08,9.34234061075811e-08,"ABHD14B","UP"
"ENSG00000144681",280.169403693038,2.53679646108443,0.155298613865217,16.3349588122281,5.56698599370991e-60,1.55317995105296e-58,"STAC","UP"
"ENSG00000231213",11.1483619349025,5.4149047558417,1.07081181175235,5.05682202644029,4.26300732473218e-07,1.49933259065462e-06,"PLSCR5","UP"
"ENSG00000114646",652.288493371361,-1.34975350942796,0.0797787700172343,-16.9187054292311,3.27551306275304e-64,1.00277914322949e-62,"CSPG5","DOWN"
"ENSG00000113971",46.8218317102919,0.893516339386362,0.250447545686587,3.56767856094114,0.000360157940554858,0.000876836734197964,"NPHP3","UP"
"ENSG00000132153",1314.67494994034,-0.253538165278358,0.081207283190359,-3.12211116192665,0.00179559125810383,0.00390538800133669,"DHX30","NO"
"ENSG00000164048",224.342934220382,-0.571334321695879,0.112937127855595,-5.05887065258471,4.21746813833103e-07,1.48516064535508e-06,"ZNF589","NO"
"ENSG00000280053",13.7585448505403,-1.57682807400746,0.454440463898159,-3.46982322058546,0.00052080101959754,0.00123605672914957,NA,"DOWN"
"ENSG00000114554",4573.29603408656,-0.820714968294811,0.0947568686696923,-8.66127152381635,4.66530813854424e-18,3.62783755524051e-17,"PLXNA1","DOWN"
"ENSG00000120756",15.348800559326,2.07285245831085,0.446344453990837,4.64406455547312,3.41620740512858e-06,1.07669783009719e-05,"PLS1","UP"
"ENSG00000188582",51.7456921645609,-1.14558924200975,0.21447532223757,-5.34135689858438,9.22534255019054e-08,3.46787157677627e-07,"PAQR9","DOWN"
"ENSG00000156983",226.763048622164,-0.304918504787546,0.118517240358725,-2.57277763019647,0.0100886004574179,0.0191675511989252,"BRPF1","NO"
"ENSG00000144791",113.445640235232,1.76131079503098,0.173337223764568,10.1611803672548,2.95477288157624e-24,3.02801845783244e-23,"LIMD1","UP"
"ENSG00000132170",13.8687883535185,2.53305313746862,0.4911918666705,5.15695252577916,2.51001408830098e-07,9.04126550229425e-07,"PPARG","UP"
"ENSG00000272886",415.809144987805,-0.570234359199921,0.0897866398183979,-6.35099342567307,2.13928852970233e-10,1.02534982815719e-09,"DCP1A","NO"
"ENSG00000271976",98.6887817470591,-0.471530410002452,0.160914872260419,-2.93030969343432,0.00338624337586608,0.00702253889897969,NA,"NO"
"ENSG00000113812",423.761580146174,-0.279590118283945,0.0896667800540426,-3.11810146539704,0.00182020127703734,0.00395284252276859,"ACTR8","NO"
"ENSG00000144554",27.5709270992645,1.80504378078641,0.318834711227577,5.66137787769917,1.50162352142079e-08,6.12877378151828e-08,"FANCD2","UP"
"ENSG00000082781",121.162739909524,4.5879506953875,0.267496892819887,17.1514167773032,6.13386037939041e-66,1.94804526553687e-64,"ITGB5","UP"
"ENSG00000136068",1321.55803032289,2.62866922492948,0.115777415945389,22.7045076405005,4.04338254570699e-114,3.01320670325033e-112,"FLNB","UP"
"ENSG00000160145",1056.5927901623,-0.367725066040808,0.107201444708669,-3.43022491012262,0.000603081138709672,0.00141630292022336,"KALRN","NO"
"ENSG00000156959",948.722138134866,-0.812532473107157,0.0885355619895791,-9.17747010181959,4.41337949359484e-20,3.79492565666346e-19,"LHFPL4","DOWN"
"ENSG00000214706",105.294504912689,0.777988133057223,0.15614234389927,4.98255702859895,6.27494884587544e-07,2.16526514704041e-06,"IFRD2","UP"
"ENSG00000152601",204.837246478669,1.42891421624271,0.139990127039676,10.2072499429744,1.8400614804809e-24,1.90637101310067e-23,"MBNL1","UP"
"ENSG00000170044",24.0789671536833,0.717812235342408,0.328165155117316,2.1873505585497,0.0287169425185519,0.0494256047743836,"ZPLD1","UP"
"ENSG00000150995",75.9785736793387,3.46107181246943,0.463254766485994,7.47120604656329,7.94631130909853e-14,4.81511324725011e-13,"ITPR1","UP"
"ENSG00000154928",1158.71236108856,-2.12135089548654,0.0941529612116782,-22.5308993810321,2.06716405153597e-112,1.50099078630973e-110,"EPHB1","DOWN"
"ENSG00000114654",454.92880300683,6.83765592033312,0.273996481767516,24.9552690466107,1.87190281866827e-137,1.95125771730016e-135,"EFCC1","UP"
"ENSG00000172995",45.0508329048856,1.01528342643771,0.23633784539014,4.29589863088455,1.73987079337776e-05,5.06461275488804e-05,"ARPP21","UP"
"ENSG00000177311",642.441214803741,-0.355619405761949,0.086009042739726,-4.1346746159947,3.55457899660695e-05,9.9384320769045e-05,"ZBTB38","NO"
"ENSG00000163946",603.92242654859,0.230110263119201,0.0860428220088916,2.67436908444753,0.0074870001860941,0.0145901617343646,"TASOR","NO"
"ENSG00000131389",977.0502610484,1.32811484566711,0.105144369885086,12.6313453313632,1.41832388499662e-36,2.20482535498422e-35,"SLC6A6","UP"
"ENSG00000168386",445.466020592772,6.10524090494851,0.22235824051395,27.4567782639272,5.76648430139619e-166,9.15685371635726e-164,"FILIP1L","UP"
"ENSG00000181789",1542.25194980457,0.668449505166636,0.0860285037550831,7.77009335265975,7.84283033259197e-15,5.04763371897993e-14,"COPG1","UP"
"ENSG00000183624",246.41145582819,0.311055680588294,0.105181052311871,2.95733569641408,0.00310310077550011,0.00648441585002119,"HMCES","NO"
"ENSG00000004399",667.022849936329,6.08159858459715,0.187941609696188,32.3589789106744,1.03727033905431e-229,3.03866557428822e-227,"PLXND1","UP"
"ENSG00000182923",143.510772598244,-0.454993580155593,0.139595295761857,-3.25937616788885,0.00111657512606729,0.00251568422338183,"CEP63","NO"
"ENSG00000088727",48.3574349143301,1.10459048489895,0.237158760401908,4.65759933568139,3.19918068956241e-06,1.01242836834336e-05,"KIF9","UP"
"ENSG00000174946",7.73896996040839,5.59844613503379,1.12280149070587,4.98614063249439,6.15973160547182e-07,2.12810084807995e-06,"GPR171","UP"
"ENSG00000152580",25.0355745621882,2.14334361050287,0.422352086908898,5.07477925867379,3.87946096442959e-07,1.37267641080015e-06,"IGSF10","UP"
"ENSG00000179152",189.513947109828,0.502946825900132,0.125581677656251,4.00493794386811,6.20337640412207e-05,0.000168346220224306,"TCAIM","NO"
"ENSG00000136527",1000.75652487711,-0.19255446012757,0.0758291793085549,-2.53931879368034,0.0111068565162531,0.020942914112491,"TRA2B","NO"
"ENSG00000118855",177.136767037366,1.61998070057811,0.164017315442404,9.87688827980472,5.24359163250868e-23,5.09398887524042e-22,"MFSD1","UP"
"ENSG00000114861",147.320509274149,2.83435033336722,0.174933367020999,16.2024568647729,4.84519935131038e-59,1.31509236706254e-57,"FOXP1","UP"
"ENSG00000261167",44.5449989830866,-1.04797293416808,0.235432815621779,-4.45126110139055,8.53674680917454e-06,2.58000471424199e-05,NA,"DOWN"
"ENSG00000114686",433.553370618958,-0.317078084182234,0.0990927555285852,-3.19981094975976,0.00137517757343915,0.00304954870142322,"MRPL3","NO"
"ENSG00000196353",363.711437410822,-1.97260049576737,0.126609374766825,-15.5802088068145,9.92300791222516e-55,2.49042581147146e-53,"CPNE4","DOWN"
"ENSG00000144821",27.9123308620423,-0.763712812270317,0.339717410574015,-2.24808263721274,0.0245709210064975,0.0429245855255396,"MYH15","DOWN"
"ENSG00000114631",3193.2920920747,-0.948016309665914,0.0763849426810949,-12.4110364738226,2.27686084175803e-35,3.42962256758073e-34,"PODXL2","DOWN"
"ENSG00000114626",51.902355250976,1.15818250336577,0.231573776806115,5.00135429554901,5.69289833101473e-07,1.97363875825895e-06,"ABTB1","UP"
"ENSG00000173226",92.87299417592,0.372526114560827,0.165558727911675,2.25011462252579,0.0244416700901658,0.0427207505917093,"IQCB1","NO"
"ENSG00000163406",63.2464277033641,4.47629130487862,0.57358146784563,7.80410727301137,5.99242053334823e-15,3.88318906491685e-14,"SLC15A2","UP"
"ENSG00000065534",83.4959167731963,3.18265726960839,0.229366790280933,13.8758416844487,8.87451965974988e-44,1.7213123691645e-42,"MYLK","UP"
"ENSG00000091527",1380.91436956961,0.304256501309269,0.0659201462497737,4.61553134540131,3.92090853634385e-06,1.22938101016826e-05,"CDV3","NO"
"ENSG00000169855",2027.19209118111,-1.28589729164395,0.0787223721294002,-16.3345851612582,5.60119519634891e-60,1.56016241936335e-58,"ROBO1","DOWN"
"ENSG00000197584",46.1818462421616,-2.59540112448738,0.285954637081165,-9.07626870814023,1.12360739802257e-19,9.45577677058019e-19,"KCNMB2","DOWN"
"ENSG00000196220",2060.64874240503,-0.285561909954945,0.0710999331997105,-4.01634568562587,5.91075364983392e-05,0.000160764551407601,"SRGAP3","NO"
"ENSG00000185219",1280.34806516219,-0.738627595151974,0.0708977894229033,-10.4182034611274,2.0478481438533e-25,2.18013708096563e-24,"ZNF445","DOWN"
"ENSG00000114857",793.760233031343,-0.261782644512031,0.110473046202144,-2.36965172511873,0.0178048480820025,0.0321249269702994,"NKTR","NO"
"ENSG00000183662",15.6851161458556,-1.90510180429959,0.509454728361364,-3.73949184930966,0.000184392626560597,0.000468663443214825,"TAFA1","DOWN"
"ENSG00000164054",2179.60566699356,0.388348863893131,0.0754558185397111,5.14670533576877,2.65101253873624e-07,9.52895156455837e-07,"SHISA5","NO"
"ENSG00000010318",40.1752901812279,-0.696393211219927,0.251601912543614,-2.7678375103735,0.00564295824116613,0.0112508218112713,"PHF7","DOWN"
"ENSG00000248487",136.981465262284,-0.492304988580731,0.136958466936998,-3.59455679952371,0.000324944251997721,0.000796020180563149,"ABHD14A","NO"
"ENSG00000113805",69.6445629557583,-1.38092625846559,0.208736252096458,-6.61565130443879,3.6991940379176e-11,1.87676936095127e-10,"CNTN3","DOWN"
"ENSG00000173531",111.770652689483,-0.474172228458751,0.150230455422762,-3.156298948335,0.00159785000919627,0.00350491473099068,"MST1","NO"
"ENSG00000188958",137.269538241011,4.69219791876898,0.263571687715165,17.8023594242782,6.7753287842192e-71,2.38342880688755e-69,"UTS2B","UP"
"ENSG00000144741",75.3716361193826,0.609985461380663,0.19156829625359,3.18416707414462,0.00145171196496814,0.00320338155802255,"SLC25A26","UP"
"ENSG00000144893",164.49172495241,0.615368041298627,0.162543487285785,3.78586710285528,0.000153173524123234,0.000394209534743693,"MED12L","UP"
"ENSG00000114770",927.187931439536,-0.641052121766585,0.0889792187298593,-7.20451506449857,5.82507828616525e-13,3.35391071366431e-12,"ABCC5","DOWN"
"ENSG00000085274",122.232293271231,-0.368800323702275,0.146778871609842,-2.5126254184771,0.0119836500421056,0.0224294115295678,"MYNN","NO"
"ENSG00000171757",22.6812481179292,0.784983477363452,0.314829283769658,2.4933623326405,0.0126539643835491,0.0235930548492136,"LRRC34","UP"
"ENSG00000164081",269.213685505061,0.363099174571213,0.104783337062257,3.46523774438945,0.000529762932705332,0.00125574804542359,"TEX264","NO"
"ENSG00000164082",300.680152009336,-3.42380705456048,0.145949454452769,-23.4588547617248,1.0735968558492e-121,9.30687968251723e-120,"GRM2","DOWN"
"ENSG00000270170",208.556055197813,-0.443402603255514,0.118556387172504,-3.74001446763341,0.000184009663458221,0.000467830045162147,"NCBP2AS2","NO"
"ENSG00000163602",547.020397726028,-0.282386902052707,0.0923234377442442,-3.05866970459852,0.00222322118793704,0.00475512980919414,"RYBP","NO"
"ENSG00000196428",731.689045064172,-0.439303451926616,0.0839708454587813,-5.23161877823722,1.68032009386894e-07,6.15573926583166e-07,"TSC22D2","NO"
"ENSG00000144560",373.98145957933,1.3897613485234,0.116999328027064,11.8783703458701,1.53327422485962e-32,2.11976097270869e-31,"VGLL4","UP"
"ENSG00000272483",6.42679411747277,-1.82591144855886,0.672469581465701,-2.71523277614898,0.006622920111402,0.0130348703362483,NA,"DOWN"
"ENSG00000077092",54.2575088022055,-2.45444488368493,0.252329757049839,-9.72713211624953,2.31014147821636e-22,2.20020257042456e-21,"RARB","DOWN"
"ENSG00000133657",693.281363922381,-0.353691154955275,0.0955607803278146,-3.70121668891738,0.000214568139445023,0.000540267821178185,"ATP13A3","NO"
"ENSG00000187492",6.73413706204427,3.60941947933679,0.852468798124864,4.23407811203913,2.294911729894e-05,6.58996876840105e-05,"CDHR4","UP"
"ENSG00000182179",24.7958047333254,3.0515912091613,0.398463379714043,7.6583981477828,1.88266460136244e-14,1.18695191991648e-13,"UBA7","UP"
"ENSG00000164076",794.264670080857,-0.299009589350506,0.0893074550565846,-3.34809215155729,0.000813699500083024,0.00187694382377283,"CAMKV","NO"
"ENSG00000004534",793.177847006276,-0.250283936339113,0.0994859165901839,-2.51577253260999,0.011877181052791,0.0222423876631733,"RBM6","NO"
"ENSG00000003756",1091.61087173677,-0.222445762930851,0.0842928963811287,-2.63896214842431,0.00831602654912935,0.0160583710758333,"RBM5","NO"
"ENSG00000114023",146.592055640063,0.612413648808788,0.149089140833164,4.10770124092471,3.99616549049901e-05,0.000110963961184946,"FAM162A","UP"
"ENSG00000138496",52.1251384479846,7.65974875785042,1.01617737258226,7.53780684801697,4.77941050299494e-14,2.93589891020922e-13,"PARP9","UP"
"ENSG00000163840",62.7332859131992,7.92997853837594,1.0120410741984,7.83562914643257,4.66500879406596e-15,3.04039756118046e-14,"DTX3L","UP"
"ENSG00000125037",423.934729705543,0.546028494811045,0.0901890815326295,6.05426383695346,1.41061252087439e-09,6.31394029035213e-09,"EMC3","NO"
"ENSG00000144867",372.603302047547,0.459762037475385,0.0963233289912979,4.7731119998658,1.81400843622901e-06,5.91249133703569e-06,"SRPRB","NO"
"ENSG00000057019",1385.17473649439,0.438069608455354,0.104050527349953,4.21016230875981,2.55187290427681e-05,7.2786423563148e-05,"DCBLD2","NO"
"ENSG00000163820",127.251673654019,4.86661676174927,0.281689984864187,17.2764990707627,7.07119815487271e-67,2.27550620926974e-65,"FYCO1","UP"
"ENSG00000151276",1135.25817169636,-0.912438268259561,0.0809413376885531,-11.2728340587902,1.78722936671358e-29,2.23121338499856e-28,"MAGI1","DOWN"
"ENSG00000114656",76.7555830544808,2.00723854148375,0.214983622013606,9.33670445535947,9.93791906502958e-21,8.80371130520947e-20,"CFAP92","UP"
